,Name,Price,Team 1,Position,Round,Team 2,Date,Score,id,pl_pos_id,is_selected
161,Dylan Roberton,170000,Saints,DE,7,Hawks,Sat 1 May 12:00pm,41.54545454545455,R:7_P:Dylan Roberton,R:7_P:Dylan Roberton_DE,1
162,Dylan Roberton,170000,Saints,DE,9,Cats,Sat 15 May 12:00pm,7.454545454545454,R:9_P:Dylan Roberton,R:9_P:Dylan Roberton_DE,1
163,Dylan Roberton,170000,Saints,DE,11,Kangaroos,Sat 29 May 12:00pm,40.583333333333336,R:11_P:Dylan Roberton,R:11_P:Dylan Roberton_DE,1
164,Dylan Roberton,170000,Saints,DE,12,Swans,Sat 5 Jun 12:00pm,34.54545454545455,R:12_P:Dylan Roberton,R:12_P:Dylan Roberton_DE,1
165,Dylan Roberton,170000,Saints,DE,13,Crows,Sat 12 Jun 12:00pm,27.727272727272727,R:13_P:Dylan Roberton,R:13_P:Dylan Roberton_DE,1
166,Dylan Roberton,170000,Saints,DE,18,Power,Sat 17 Jul 12:00pm,34.90909090909091,R:18_P:Dylan Roberton,R:18_P:Dylan Roberton_DE,1
167,Dylan Roberton,170000,Saints,DE,20,Blues,Sat 31 Jul 12:00pm,30.818181818181817,R:20_P:Dylan Roberton,R:20_P:Dylan Roberton_DE,1
168,Dylan Roberton,170000,Saints,DE,23,Dockers,Sat 21 Aug 12:00pm,34.90909090909091,R:23_P:Dylan Roberton,R:23_P:Dylan Roberton_DE,1
169,Dylan Roberton,170000,Saints,DE,1,Giants,Sun 21 Mar 3:20pm,36.36363636363637,R:1_P:Dylan Roberton,R:1_P:Dylan Roberton_DE,1
170,Dylan Roberton,170000,Saints,DE,3,Bombers,Sat 3 Apr 4:35pm,14.272727272727273,R:3_P:Dylan Roberton,R:3_P:Dylan Roberton_DE,1
171,Dylan Roberton,170000,Saints,DE,6,Power,Sun 25 Apr 6:10pm,34.90909090909091,R:6_P:Dylan Roberton,R:6_P:Dylan Roberton_DE,1
172,Dylan Roberton,170000,Saints,DE,8,Suns,Sat 8 May 12:00pm,34.54545454545455,R:8_P:Dylan Roberton,R:8_P:Dylan Roberton_DE,1
173,Dylan Roberton,170000,Saints,DE,10,Bulldogs,Sat 22 May 12:00pm,39.59090909090909,R:10_P:Dylan Roberton,R:10_P:Dylan Roberton_DE,1
174,Dylan Roberton,170000,Saints,DE,15,Tigers,Sat 26 Jun 12:00pm,33.09090909090909,R:15_P:Dylan Roberton,R:15_P:Dylan Roberton_DE,1
175,Dylan Roberton,170000,Saints,DE,16,Magpies,Sat 3 Jul 12:00pm,40.72727272727273,R:16_P:Dylan Roberton,R:16_P:Dylan Roberton_DE,1
176,Dylan Roberton,170000,Saints,DE,17,Lions,Sat 10 Jul 12:00pm,29.818181818181817,R:17_P:Dylan Roberton,R:17_P:Dylan Roberton_DE,1
177,Dylan Roberton,170000,Saints,DE,19,Eagles,Sat 24 Jul 12:00pm,45.18181818181818,R:19_P:Dylan Roberton,R:19_P:Dylan Roberton_DE,1
178,Dylan Roberton,170000,Saints,DE,21,Swans,Sat 7 Aug 12:00pm,34.54545454545455,R:21_P:Dylan Roberton,R:21_P:Dylan Roberton_DE,1
179,Dylan Roberton,170000,Saints,DE,22,Cats,Sat 14 Aug 12:00pm,7.454545454545454,R:22_P:Dylan Roberton,R:22_P:Dylan Roberton_DE,1
180,Tom McCartin,366000,Swans,FO,11,Blues,Sat 29 May 12:00pm,56.333333333333336,R:11_P:Tom McCartin,R:11_P:Tom McCartin_FO,1
181,Tom McCartin,366000,Swans,FO,13,Hawks,Sat 12 Jun 12:00pm,46.0,R:13_P:Tom McCartin,R:13_P:Tom McCartin_FO,1
182,Tom McCartin,366000,Swans,FO,12,Saints,Sat 5 Jun 12:00pm,53.666666666666664,R:12_P:Tom McCartin,R:12_P:Tom McCartin_FO,1
183,Aaron Naughton,371000,Bulldogs,FO,21,Bombers,Sat 7 Aug 12:00pm,62.666666666666664,R:21_P:Aaron Naughton,R:21_P:Aaron Naughton_FO,1
184,Aaron Naughton,371000,Bulldogs,FO,20,Demons,Sat 31 Jul 12:00pm,35.333333333333336,R:20_P:Aaron Naughton,R:20_P:Aaron Naughton_FO,1
185,Aaron Naughton,371000,Bulldogs,FO,22,Hawks,Sat 14 Aug 12:00pm,60.333333333333336,R:22_P:Aaron Naughton,R:22_P:Aaron Naughton_FO,1
186,Luke Dahlhaus,506000,Cats,FO,10,Suns,Sat 22 May 12:00pm,83.0,R:10_P:Luke Dahlhaus,R:10_P:Luke Dahlhaus_FO,1
187,Luke Dahlhaus,506000,Cats,FO,14,Bulldogs,Sat 19 Jun 12:00pm,59.0,R:14_P:Luke Dahlhaus,R:14_P:Luke Dahlhaus_FO,1
188,Luke Dahlhaus,506000,Cats,FO,16,Bombers,Sat 3 Jul 12:00pm,68.9,R:16_P:Luke Dahlhaus,R:16_P:Luke Dahlhaus_FO,1
189,Luke Dahlhaus,506000,Cats,FO,19,Tigers,Sat 24 Jul 12:00pm,70.4,R:19_P:Luke Dahlhaus,R:19_P:Luke Dahlhaus_FO,1
190,Luke Dahlhaus,506000,Cats,FO,21,Giants,Sat 7 Aug 12:00pm,75.81818181818181,R:21_P:Luke Dahlhaus,R:21_P:Luke Dahlhaus_FO,1
191,Luke Dahlhaus,506000,Cats,FO,11,Magpies,Sat 29 May 12:00pm,78.05,R:11_P:Luke Dahlhaus,R:11_P:Luke Dahlhaus_FO,1
192,Luke Dahlhaus,506000,Cats,FO,13,Power,Sat 12 Jun 12:00pm,65.5,R:13_P:Luke Dahlhaus,R:13_P:Luke Dahlhaus_FO,1
193,Luke Dahlhaus,506000,Cats,FO,15,Lions,Sat 26 Jun 12:00pm,68.2,R:15_P:Luke Dahlhaus,R:15_P:Luke Dahlhaus_FO,1
194,Luke Dahlhaus,506000,Cats,FO,17,Blues,Sat 10 Jul 12:00pm,69.0,R:17_P:Luke Dahlhaus,R:17_P:Luke Dahlhaus_FO,1
195,Luke Dahlhaus,506000,Cats,FO,18,Dockers,Sat 17 Jul 12:00pm,63.8,R:18_P:Luke Dahlhaus,R:18_P:Luke Dahlhaus_FO,1
196,Luke Dahlhaus,506000,Cats,FO,20,Kangaroos,Sat 31 Jul 12:00pm,69.0,R:20_P:Luke Dahlhaus,R:20_P:Luke Dahlhaus_FO,1
197,Joel Selwood,596000,Cats,MI,2,Lions,Fri 26 Mar 7:20pm,94.13636363636364,R:2_P:Joel Selwood,R:2_P:Joel Selwood_MI,1
198,Joel Selwood,596000,Cats,MI,3,Hawks,Mon 5 Apr 3:20pm,91.18181818181819,R:3_P:Joel Selwood,R:3_P:Joel Selwood_MI,1
199,Joel Selwood,596000,Cats,MI,5,Kangaroos,Sun 18 Apr 4:40pm,91.27272727272727,R:5_P:Joel Selwood,R:5_P:Joel Selwood_MI,1
200,Joel Selwood,596000,Cats,MI,6,Eagles,Sat 24 Apr 1:45pm,88.0,R:6_P:Joel Selwood,R:6_P:Joel Selwood_MI,1
201,Joel Selwood,596000,Cats,MI,10,Suns,Sat 22 May 12:00pm,101.0909090909091,R:10_P:Joel Selwood,R:10_P:Joel Selwood_MI,1
202,Joel Selwood,596000,Cats,MI,14,Bulldogs,Sat 19 Jun 12:00pm,49.36363636363637,R:14_P:Joel Selwood,R:14_P:Joel Selwood_MI,1
203,Joel Selwood,596000,Cats,MI,16,Bombers,Sat 3 Jul 12:00pm,75.0909090909091,R:16_P:Joel Selwood,R:16_P:Joel Selwood_MI,1
204,Joel Selwood,596000,Cats,MI,19,Tigers,Sat 24 Jul 12:00pm,103.22727272727273,R:19_P:Joel Selwood,R:19_P:Joel Selwood_MI,1
205,Joel Selwood,596000,Cats,MI,21,Giants,Sat 7 Aug 12:00pm,87.16666666666667,R:21_P:Joel Selwood,R:21_P:Joel Selwood_MI,1
206,Joel Selwood,596000,Cats,MI,22,Saints,Sat 14 Aug 12:00pm,99.63636363636364,R:22_P:Joel Selwood,R:22_P:Joel Selwood_MI,1
207,Joel Selwood,596000,Cats,MI,23,Demons,Sat 21 Aug 12:00pm,97.54545454545455,R:23_P:Joel Selwood,R:23_P:Joel Selwood_MI,1
208,Joel Selwood,596000,Cats,MI,4,Demons,Sun 11 Apr 3:20pm,97.54545454545455,R:4_P:Joel Selwood,R:4_P:Joel Selwood_MI,1
209,Joel Selwood,596000,Cats,MI,7,Swans,Sat 1 May 12:00pm,110.0,R:7_P:Joel Selwood,R:7_P:Joel Selwood_MI,1
210,Joel Selwood,596000,Cats,MI,8,Tigers,Sat 8 May 12:00pm,103.22727272727273,R:8_P:Joel Selwood,R:8_P:Joel Selwood_MI,1
211,Joel Selwood,596000,Cats,MI,9,Saints,Sat 15 May 12:00pm,99.63636363636364,R:9_P:Joel Selwood,R:9_P:Joel Selwood_MI,1
212,Joel Selwood,596000,Cats,MI,11,Magpies,Sat 29 May 12:00pm,97.0909090909091,R:11_P:Joel Selwood,R:11_P:Joel Selwood_MI,1
213,Joel Selwood,596000,Cats,MI,13,Power,Sat 12 Jun 12:00pm,86.95454545454545,R:13_P:Joel Selwood,R:13_P:Joel Selwood_MI,1
214,Joel Selwood,596000,Cats,MI,15,Lions,Sat 26 Jun 12:00pm,94.13636363636364,R:15_P:Joel Selwood,R:15_P:Joel Selwood_MI,1
215,Joel Selwood,596000,Cats,MI,17,Blues,Sat 10 Jul 12:00pm,100.72727272727273,R:17_P:Joel Selwood,R:17_P:Joel Selwood_MI,1
216,Joel Selwood,596000,Cats,MI,18,Dockers,Sat 17 Jul 12:00pm,69.63636363636364,R:18_P:Joel Selwood,R:18_P:Joel Selwood_MI,1
217,Joel Selwood,596000,Cats,MI,20,Kangaroos,Sat 31 Jul 12:00pm,91.27272727272727,R:20_P:Joel Selwood,R:20_P:Joel Selwood_MI,1
218,Tom Hickey,418000,Eagles,RU,1,Suns,Sun 21 Mar 3:10pm,39.9,R:1_P:Tom Hickey,R:1_P:Tom Hickey_RU,1
219,Tom Hickey,418000,Eagles,RU,3,Power,Sat 3 Apr 5:10pm,28.9,R:3_P:Tom Hickey,R:3_P:Tom Hickey_RU,1
220,Tom Hickey,418000,Eagles,RU,5,Magpies,Fri 16 Apr 6:10pm,29.5,R:5_P:Tom Hickey,R:5_P:Tom Hickey_RU,1
221,Tom Hickey,418000,Eagles,RU,7,Dockers,Sat 1 May 12:00pm,31.9,R:7_P:Tom Hickey,R:7_P:Tom Hickey_RU,1
222,Tom Hickey,418000,Eagles,RU,9,Crows,Sat 15 May 12:00pm,44.5,R:9_P:Tom Hickey,R:9_P:Tom Hickey_RU,1
223,Tom Hickey,418000,Eagles,RU,11,Bombers,Sat 29 May 12:00pm,22.2,R:11_P:Tom Hickey,R:11_P:Tom Hickey_RU,1
224,Tom Hickey,418000,Eagles,RU,14,Tigers,Sat 19 Jun 12:00pm,18.2,R:14_P:Tom Hickey,R:14_P:Tom Hickey_RU,1
225,Tom Hickey,418000,Eagles,RU,15,Bulldogs,Sat 26 Jun 12:00pm,32.3,R:15_P:Tom Hickey,R:15_P:Tom Hickey_RU,1
226,Tom Hickey,418000,Eagles,RU,17,Kangaroos,Sat 10 Jul 12:00pm,35.3,R:17_P:Tom Hickey,R:17_P:Tom Hickey_RU,1
227,Tom Hickey,418000,Eagles,RU,19,Saints,Sat 24 Jul 12:00pm,39.7,R:19_P:Tom Hickey,R:19_P:Tom Hickey_RU,1
228,Tom Hickey,418000,Eagles,RU,21,Demons,Sat 7 Aug 12:00pm,31.90909090909091,R:21_P:Tom Hickey,R:21_P:Tom Hickey_RU,1
229,Tom Hickey,418000,Eagles,RU,2,Bulldogs,Sun 28 Mar 3:20pm,32.3,R:2_P:Tom Hickey,R:2_P:Tom Hickey_RU,1
230,Tom Hickey,418000,Eagles,RU,4,Saints,Sat 10 Apr 4:35pm,39.7,R:4_P:Tom Hickey,R:4_P:Tom Hickey_RU,1
231,Tom Hickey,418000,Eagles,RU,6,Cats,Sat 24 Apr 1:45pm,26.3,R:6_P:Tom Hickey,R:6_P:Tom Hickey_RU,1
232,Tom Hickey,418000,Eagles,RU,8,Hawks,Sat 8 May 12:00pm,30.9,R:8_P:Tom Hickey,R:8_P:Tom Hickey_RU,1
233,Tom Hickey,418000,Eagles,RU,10,Giants,Sat 22 May 12:00pm,0.0,R:10_P:Tom Hickey,R:10_P:Tom Hickey_RU,1
234,Tom Hickey,418000,Eagles,RU,12,Blues,Sat 5 Jun 12:00pm,19.7,R:12_P:Tom Hickey,R:12_P:Tom Hickey_RU,1
235,Tom Hickey,418000,Eagles,RU,16,Swans,Sat 3 Jul 12:00pm,36.3,R:16_P:Tom Hickey,R:16_P:Tom Hickey_RU,1
236,Tom Hickey,418000,Eagles,RU,18,Crows,Sat 17 Jul 12:00pm,44.5,R:18_P:Tom Hickey,R:18_P:Tom Hickey_RU,1
237,Tom Hickey,418000,Eagles,RU,20,Magpies,Sat 31 Jul 12:00pm,29.5,R:20_P:Tom Hickey,R:20_P:Tom Hickey_RU,1
238,Tom Hickey,418000,Eagles,RU,22,Dockers,Sat 14 Aug 12:00pm,31.9,R:22_P:Tom Hickey,R:22_P:Tom Hickey_RU,1
239,Tom Hickey,418000,Eagles,RU,23,Lions,Sat 21 Aug 12:00pm,24.9,R:23_P:Tom Hickey,R:23_P:Tom Hickey_RU,1
240,Joshua Kennedy,431000,Eagles,FO,1,Suns,Sun 21 Mar 3:10pm,74.0909090909091,R:1_P:Joshua Kennedy,R:1_P:Joshua Kennedy_FO,1
241,Joshua Kennedy,431000,Eagles,FO,3,Power,Sat 3 Apr 5:10pm,77.36363636363636,R:3_P:Joshua Kennedy,R:3_P:Joshua Kennedy_FO,1
242,Joshua Kennedy,431000,Eagles,FO,5,Magpies,Fri 16 Apr 6:10pm,67.77272727272727,R:5_P:Joshua Kennedy,R:5_P:Joshua Kennedy_FO,1
243,Joshua Kennedy,431000,Eagles,FO,19,Saints,Sat 24 Jul 12:00pm,50.18181818181818,R:19_P:Joshua Kennedy,R:19_P:Joshua Kennedy_FO,1
244,Joshua Kennedy,431000,Eagles,FO,21,Demons,Sat 7 Aug 12:00pm,65.5,R:21_P:Joshua Kennedy,R:21_P:Joshua Kennedy_FO,1
245,Joshua Kennedy,431000,Eagles,FO,2,Bulldogs,Sun 28 Mar 3:20pm,49.90909090909091,R:2_P:Joshua Kennedy,R:2_P:Joshua Kennedy_FO,1
246,Joshua Kennedy,431000,Eagles,FO,4,Saints,Sat 10 Apr 4:35pm,50.18181818181818,R:4_P:Joshua Kennedy,R:4_P:Joshua Kennedy_FO,1
247,Joshua Kennedy,431000,Eagles,FO,6,Cats,Sat 24 Apr 1:45pm,77.54545454545455,R:6_P:Joshua Kennedy,R:6_P:Joshua Kennedy_FO,1
248,Joshua Kennedy,431000,Eagles,FO,18,Crows,Sat 17 Jul 12:00pm,66.54545454545455,R:18_P:Joshua Kennedy,R:18_P:Joshua Kennedy_FO,1
249,Joshua Kennedy,431000,Eagles,FO,20,Magpies,Sat 31 Jul 12:00pm,67.77272727272727,R:20_P:Joshua Kennedy,R:20_P:Joshua Kennedy_FO,1
250,Joshua Kennedy,431000,Eagles,FO,22,Dockers,Sat 14 Aug 12:00pm,67.27272727272727,R:22_P:Joshua Kennedy,R:22_P:Joshua Kennedy_FO,1
251,Joshua Kennedy,431000,Eagles,FO,23,Lions,Sat 21 Aug 12:00pm,59.45454545454545,R:23_P:Joshua Kennedy,R:23_P:Joshua Kennedy_FO,1
252,Mark Hutchings,308000,Eagles,FO,1,Suns,Sun 21 Mar 3:10pm,14.444444444444445,R:1_P:Mark Hutchings,R:1_P:Mark Hutchings_FO,1
253,Mark Hutchings,308000,Eagles,FO,3,Power,Sat 3 Apr 5:10pm,12.11111111111111,R:3_P:Mark Hutchings,R:3_P:Mark Hutchings_FO,1
254,Mark Hutchings,308000,Eagles,FO,5,Magpies,Fri 16 Apr 6:10pm,38.111111111111114,R:5_P:Mark Hutchings,R:5_P:Mark Hutchings_FO,1
255,Mark Hutchings,308000,Eagles,FO,7,Dockers,Sat 1 May 12:00pm,59.77777777777778,R:7_P:Mark Hutchings,R:7_P:Mark Hutchings_FO,1
256,Mark Hutchings,308000,Eagles,FO,9,Crows,Sat 15 May 12:00pm,20.333333333333332,R:9_P:Mark Hutchings,R:9_P:Mark Hutchings_FO,1
257,Mark Hutchings,308000,Eagles,FO,11,Bombers,Sat 29 May 12:00pm,53.22222222222222,R:11_P:Mark Hutchings,R:11_P:Mark Hutchings_FO,1
258,Mark Hutchings,308000,Eagles,FO,14,Tigers,Sat 19 Jun 12:00pm,45.111111111111114,R:14_P:Mark Hutchings,R:14_P:Mark Hutchings_FO,1
259,Mark Hutchings,308000,Eagles,FO,15,Bulldogs,Sat 26 Jun 12:00pm,47.0,R:15_P:Mark Hutchings,R:15_P:Mark Hutchings_FO,1
260,Mark Hutchings,308000,Eagles,FO,17,Kangaroos,Sat 10 Jul 12:00pm,40.77777777777778,R:17_P:Mark Hutchings,R:17_P:Mark Hutchings_FO,1
261,Mark Hutchings,308000,Eagles,FO,19,Saints,Sat 24 Jul 12:00pm,45.888888888888886,R:19_P:Mark Hutchings,R:19_P:Mark Hutchings_FO,1
262,Mark Hutchings,308000,Eagles,FO,21,Demons,Sat 7 Aug 12:00pm,10.8,R:21_P:Mark Hutchings,R:21_P:Mark Hutchings_FO,1
263,Mark Hutchings,308000,Eagles,FO,2,Bulldogs,Sun 28 Mar 3:20pm,47.0,R:2_P:Mark Hutchings,R:2_P:Mark Hutchings_FO,1
264,Mark Hutchings,308000,Eagles,FO,4,Saints,Sat 10 Apr 4:35pm,45.888888888888886,R:4_P:Mark Hutchings,R:4_P:Mark Hutchings_FO,1
265,Mark Hutchings,308000,Eagles,FO,6,Cats,Sat 24 Apr 1:45pm,32.0,R:6_P:Mark Hutchings,R:6_P:Mark Hutchings_FO,1
266,Mark Hutchings,308000,Eagles,FO,8,Hawks,Sat 8 May 12:00pm,26.666666666666668,R:8_P:Mark Hutchings,R:8_P:Mark Hutchings_FO,1
267,Mark Hutchings,308000,Eagles,FO,10,Giants,Sat 22 May 12:00pm,20.11111111111111,R:10_P:Mark Hutchings,R:10_P:Mark Hutchings_FO,1
268,Mark Hutchings,308000,Eagles,FO,12,Blues,Sat 5 Jun 12:00pm,28.555555555555557,R:12_P:Mark Hutchings,R:12_P:Mark Hutchings_FO,1
269,Mark Hutchings,308000,Eagles,FO,16,Swans,Sat 3 Jul 12:00pm,23.333333333333332,R:16_P:Mark Hutchings,R:16_P:Mark Hutchings_FO,1
270,Mark Hutchings,308000,Eagles,FO,18,Crows,Sat 17 Jul 12:00pm,20.333333333333332,R:18_P:Mark Hutchings,R:18_P:Mark Hutchings_FO,1
271,Mark Hutchings,308000,Eagles,FO,20,Magpies,Sat 31 Jul 12:00pm,38.111111111111114,R:20_P:Mark Hutchings,R:20_P:Mark Hutchings_FO,1
272,Mark Hutchings,308000,Eagles,FO,22,Dockers,Sat 14 Aug 12:00pm,59.77777777777778,R:22_P:Mark Hutchings,R:22_P:Mark Hutchings_FO,1
273,Mark Hutchings,308000,Eagles,FO,23,Lions,Sat 21 Aug 12:00pm,19.88888888888889,R:23_P:Mark Hutchings,R:23_P:Mark Hutchings_FO,1
274,Tim Kelly,730000,Eagles,MI,1,Suns,Sun 21 Mar 3:10pm,107.66666666666667,R:1_P:Tim Kelly,R:1_P:Tim Kelly_MI,1
275,Luke Shuey,657000,Eagles,MI,1,Suns,Sun 21 Mar 3:10pm,102.18181818181819,R:1_P:Luke Shuey,R:1_P:Luke Shuey_MI,1
276,Jack Redden,554000,Eagles,MI,1,Suns,Sun 21 Mar 3:10pm,82.45454545454545,R:1_P:Jack Redden,R:1_P:Jack Redden_MI,1
277,Jack Redden,554000,Eagles,MI,3,Power,Sat 3 Apr 5:10pm,71.0,R:3_P:Jack Redden,R:3_P:Jack Redden_MI,1
278,Jack Redden,554000,Eagles,MI,5,Magpies,Fri 16 Apr 6:10pm,72.86363636363636,R:5_P:Jack Redden,R:5_P:Jack Redden_MI,1
279,Jack Redden,554000,Eagles,MI,7,Dockers,Sat 1 May 12:00pm,82.18181818181819,R:7_P:Jack Redden,R:7_P:Jack Redden_MI,1
280,Jack Redden,554000,Eagles,MI,9,Crows,Sat 15 May 12:00pm,92.54545454545455,R:9_P:Jack Redden,R:9_P:Jack Redden_MI,1
281,Jack Redden,554000,Eagles,MI,11,Bombers,Sat 29 May 12:00pm,89.9090909090909,R:11_P:Jack Redden,R:11_P:Jack Redden_MI,1
282,Jack Redden,554000,Eagles,MI,14,Tigers,Sat 19 Jun 12:00pm,76.36363636363636,R:14_P:Jack Redden,R:14_P:Jack Redden_MI,1
283,Jack Redden,554000,Eagles,MI,15,Bulldogs,Sat 26 Jun 12:00pm,70.45454545454545,R:15_P:Jack Redden,R:15_P:Jack Redden_MI,1
284,Jack Redden,554000,Eagles,MI,17,Kangaroos,Sat 10 Jul 12:00pm,73.63636363636364,R:17_P:Jack Redden,R:17_P:Jack Redden_MI,1
285,Jack Redden,554000,Eagles,MI,19,Saints,Sat 24 Jul 12:00pm,84.72727272727273,R:19_P:Jack Redden,R:19_P:Jack Redden_MI,1
286,Jack Redden,554000,Eagles,MI,21,Demons,Sat 7 Aug 12:00pm,75.58333333333333,R:21_P:Jack Redden,R:21_P:Jack Redden_MI,1
287,Jack Redden,554000,Eagles,MI,2,Bulldogs,Sun 28 Mar 3:20pm,70.45454545454545,R:2_P:Jack Redden,R:2_P:Jack Redden_MI,1
288,Jack Redden,554000,Eagles,MI,4,Saints,Sat 10 Apr 4:35pm,84.72727272727273,R:4_P:Jack Redden,R:4_P:Jack Redden_MI,1
289,Jack Redden,554000,Eagles,MI,6,Cats,Sat 24 Apr 1:45pm,74.63636363636364,R:6_P:Jack Redden,R:6_P:Jack Redden_MI,1
290,Jack Redden,554000,Eagles,MI,8,Hawks,Sat 8 May 12:00pm,73.27272727272727,R:8_P:Jack Redden,R:8_P:Jack Redden_MI,1
291,Jack Redden,554000,Eagles,MI,10,Giants,Sat 22 May 12:00pm,75.45454545454545,R:10_P:Jack Redden,R:10_P:Jack Redden_MI,1
292,Jack Redden,554000,Eagles,MI,12,Blues,Sat 5 Jun 12:00pm,52.36363636363637,R:12_P:Jack Redden,R:12_P:Jack Redden_MI,1
293,Jack Redden,554000,Eagles,MI,16,Swans,Sat 3 Jul 12:00pm,85.72727272727273,R:16_P:Jack Redden,R:16_P:Jack Redden_MI,1
294,Jack Redden,554000,Eagles,MI,18,Crows,Sat 17 Jul 12:00pm,92.54545454545455,R:18_P:Jack Redden,R:18_P:Jack Redden_MI,1
295,Jack Redden,554000,Eagles,MI,20,Magpies,Sat 31 Jul 12:00pm,72.86363636363636,R:20_P:Jack Redden,R:20_P:Jack Redden_MI,1
296,Jack Redden,554000,Eagles,MI,22,Dockers,Sat 14 Aug 12:00pm,82.18181818181819,R:22_P:Jack Redden,R:22_P:Jack Redden_MI,1
297,Jack Redden,554000,Eagles,MI,23,Lions,Sat 21 Aug 12:00pm,75.0909090909091,R:23_P:Jack Redden,R:23_P:Jack Redden_MI,1
298,Steven Motlop,412000,Power,FO,2,Bombers,Sat 27 Mar 4:05pm,58.0,R:2_P:Steven Motlop,R:2_P:Steven Motlop_FO,1
299,Steven Motlop,412000,Power,FO,1,Kangaroos,Sun 21 Mar 1:10pm,73.36363636363636,R:1_P:Steven Motlop,R:1_P:Steven Motlop_FO,1
300,Steven Motlop,412000,Power,FO,3,Eagles,Sat 3 Apr 5:10pm,51.36363636363637,R:3_P:Steven Motlop,R:3_P:Steven Motlop_FO,1
301,Sam Powell-Pepper,558000,Power,MI,2,Bombers,Sat 27 Mar 4:05pm,74.0,R:2_P:Sam Powell-Pepper,R:2_P:Sam Powell-Pepper_MI,1
302,Sam Powell-Pepper,558000,Power,MI,1,Kangaroos,Sun 21 Mar 1:10pm,80.25,R:1_P:Sam Powell-Pepper,R:1_P:Sam Powell-Pepper_MI,1
303,Xavier Duursma,539000,Power,MI,8,Crows,Sat 8 May 12:00pm,97.0,R:8_P:Xavier Duursma,R:8_P:Xavier Duursma_MI,1
304,Xavier Duursma,539000,Power,MI,9,Bulldogs,Sat 15 May 12:00pm,72.0,R:9_P:Xavier Duursma,R:9_P:Xavier Duursma_MI,1
305,Xavier Duursma,539000,Power,MI,22,Blues,Sat 14 Aug 12:00pm,62.5,R:22_P:Xavier Duursma,R:22_P:Xavier Duursma_MI,1
306,Xavier Duursma,539000,Power,MI,10,Magpies,Sat 22 May 12:00pm,77.0,R:10_P:Xavier Duursma,R:10_P:Xavier Duursma_MI,1
307,Xavier Duursma,539000,Power,MI,21,Crows,Sat 7 Aug 12:00pm,97.0,R:21_P:Xavier Duursma,R:21_P:Xavier Duursma_MI,1
308,Xavier Duursma,539000,Power,MI,23,Bulldogs,Sat 21 Aug 12:00pm,72.0,R:23_P:Xavier Duursma,R:23_P:Xavier Duursma_MI,1
309,Jarrod Harbrow,428000,Suns,DE,2,Kangaroos,Sat 27 Mar 7:10pm,58.18181818181818,R:2_P:Jarrod Harbrow,R:2_P:Jarrod Harbrow_DE,1
310,Jarrod Harbrow,428000,Suns,DE,4,Blues,Sat 10 Apr 7:25pm,45.18181818181818,R:4_P:Jarrod Harbrow,R:4_P:Jarrod Harbrow_DE,1
311,Jarrod Harbrow,428000,Suns,DE,6,Swans,Sat 24 Apr 1:45pm,68.0909090909091,R:6_P:Jarrod Harbrow,R:6_P:Jarrod Harbrow_DE,1
312,Jarrod Harbrow,428000,Suns,DE,8,Saints,Sat 8 May 12:00pm,59.90909090909091,R:8_P:Jarrod Harbrow,R:8_P:Jarrod Harbrow_DE,1
313,Jarrod Harbrow,428000,Suns,DE,9,Lions,Sat 15 May 12:00pm,75.36363636363636,R:9_P:Jarrod Harbrow,R:9_P:Jarrod Harbrow_DE,1
314,Jarrod Harbrow,428000,Suns,DE,11,Hawks,Sat 29 May 12:00pm,57.72727272727273,R:11_P:Jarrod Harbrow,R:11_P:Jarrod Harbrow_DE,1
315,Jarrod Harbrow,428000,Suns,DE,14,Power,Sat 19 Jun 12:00pm,52.083333333333336,R:14_P:Jarrod Harbrow,R:14_P:Jarrod Harbrow_DE,1
316,Jarrod Harbrow,428000,Suns,DE,16,Tigers,Sat 3 Jul 12:00pm,53.81818181818182,R:16_P:Jarrod Harbrow,R:16_P:Jarrod Harbrow_DE,1
317,Jarrod Harbrow,428000,Suns,DE,18,Bulldogs,Sat 17 Jul 12:00pm,55.72727272727273,R:18_P:Jarrod Harbrow,R:18_P:Jarrod Harbrow_DE,1
318,Jarrod Harbrow,428000,Suns,DE,19,Demons,Sat 24 Jul 12:00pm,75.0,R:19_P:Jarrod Harbrow,R:19_P:Jarrod Harbrow_DE,1
319,Jarrod Harbrow,428000,Suns,DE,22,Bombers,Sat 14 Aug 12:00pm,65.0,R:22_P:Jarrod Harbrow,R:22_P:Jarrod Harbrow_DE,1
320,Jarrod Harbrow,428000,Suns,DE,1,Eagles,Sun 21 Mar 3:10pm,62.0,R:1_P:Jarrod Harbrow,R:1_P:Jarrod Harbrow_DE,1
321,Jarrod Harbrow,428000,Suns,DE,3,Crows,Fri 2 Apr 7:20pm,68.36363636363636,R:3_P:Jarrod Harbrow,R:3_P:Jarrod Harbrow_DE,1
322,Jarrod Harbrow,428000,Suns,DE,5,Bulldogs,Sat 17 Apr 1:45pm,55.72727272727273,R:5_P:Jarrod Harbrow,R:5_P:Jarrod Harbrow_DE,1
323,Jarrod Harbrow,428000,Suns,DE,7,Magpies,Sat 1 May 12:00pm,65.81818181818181,R:7_P:Jarrod Harbrow,R:7_P:Jarrod Harbrow_DE,1
324,Jarrod Harbrow,428000,Suns,DE,10,Cats,Sat 22 May 12:00pm,65.9090909090909,R:10_P:Jarrod Harbrow,R:10_P:Jarrod Harbrow_DE,1
