,id,pl_pos_id,Round,Position,is_selected
4713,R:21_P:Taylor Duryea,R:21_P:Taylor Duryea_DE,21,DE,1
4714,R:21_P:Taylor Duryea,R:21_P:Taylor Duryea_FO,21,FO,1
4715,R:23_P:Taylor Duryea,R:23_P:Taylor Duryea_DE,23,DE,1
4716,R:9_P:Taylor Duryea,R:9_P:Taylor Duryea_DE,9,DE,1
4717,R:23_P:Taylor Duryea,R:23_P:Taylor Duryea_FO,23,FO,1
4718,R:9_P:Taylor Duryea,R:9_P:Taylor Duryea_FO,9,FO,1
4719,R:1_P:Taylor Duryea,R:1_P:Taylor Duryea_DE,1,DE,1
4720,R:1_P:Taylor Duryea,R:1_P:Taylor Duryea_FO,1,FO,1
4721,R:6_P:Taylor Duryea,R:6_P:Taylor Duryea_DE,6,DE,1
4722,R:6_P:Taylor Duryea,R:6_P:Taylor Duryea_FO,6,FO,1
4723,R:7_P:Taylor Duryea,R:7_P:Taylor Duryea_DE,7,DE,1
4724,R:7_P:Taylor Duryea,R:7_P:Taylor Duryea_FO,7,FO,1
4725,R:12_P:Taylor Duryea,R:12_P:Taylor Duryea_DE,12,DE,1
4726,R:12_P:Taylor Duryea,R:12_P:Taylor Duryea_FO,12,FO,1
4727,R:14_P:Taylor Duryea,R:14_P:Taylor Duryea_DE,14,DE,1
4728,R:14_P:Taylor Duryea,R:14_P:Taylor Duryea_FO,14,FO,1
4729,R:22_P:Taylor Duryea,R:22_P:Taylor Duryea_DE,22,DE,1
4730,R:22_P:Taylor Duryea,R:22_P:Taylor Duryea_FO,22,FO,1
4731,R:2_P:Caleb Daniel,R:2_P:Caleb Daniel_DE,2,DE,1
4732,R:15_P:Caleb Daniel,R:15_P:Caleb Daniel_DE,15,DE,1
4733,R:4_P:Caleb Daniel,R:4_P:Caleb Daniel_DE,4,DE,1
4734,R:5_P:Caleb Daniel,R:5_P:Caleb Daniel_DE,5,DE,1
4735,R:18_P:Caleb Daniel,R:18_P:Caleb Daniel_DE,18,DE,1
4736,R:8_P:Caleb Daniel,R:8_P:Caleb Daniel_DE,8,DE,1
4737,R:10_P:Caleb Daniel,R:10_P:Caleb Daniel_DE,10,DE,1
4738,R:11_P:Caleb Daniel,R:11_P:Caleb Daniel_DE,11,DE,1
4739,R:20_P:Caleb Daniel,R:20_P:Caleb Daniel_DE,20,DE,1
4740,R:16_P:Caleb Daniel,R:16_P:Caleb Daniel_DE,16,DE,1
4741,R:3_P:Caleb Daniel,R:3_P:Caleb Daniel_DE,3,DE,1
4742,R:17_P:Caleb Daniel,R:17_P:Caleb Daniel_DE,17,DE,1
4743,R:19_P:Caleb Daniel,R:19_P:Caleb Daniel_DE,19,DE,1
4744,R:21_P:Caleb Daniel,R:21_P:Caleb Daniel_DE,21,DE,1
4745,R:23_P:Caleb Daniel,R:23_P:Caleb Daniel_DE,23,DE,1
4746,R:9_P:Caleb Daniel,R:9_P:Caleb Daniel_DE,9,DE,1
4747,R:1_P:Caleb Daniel,R:1_P:Caleb Daniel_DE,1,DE,1
4748,R:6_P:Caleb Daniel,R:6_P:Caleb Daniel_DE,6,DE,1
4749,R:7_P:Caleb Daniel,R:7_P:Caleb Daniel_DE,7,DE,1
4750,R:12_P:Caleb Daniel,R:12_P:Caleb Daniel_DE,12,DE,1
4751,R:14_P:Caleb Daniel,R:14_P:Caleb Daniel_DE,14,DE,1
4752,R:22_P:Caleb Daniel,R:22_P:Caleb Daniel_DE,22,DE,1
4753,R:2_P:Bailey Williams,R:2_P:Bailey Williams_DE,2,DE,1
4754,R:15_P:Bailey Williams,R:15_P:Bailey Williams_DE,15,DE,1
4755,R:4_P:Bailey Williams,R:4_P:Bailey Williams_DE,4,DE,1
4756,R:23_P:Bailey Williams,R:23_P:Bailey Williams_RU,23,RU,1
4757,R:23_P:Bailey Williams,R:23_P:Bailey Williams_FO,23,FO,1
4758,R:5_P:Bailey Williams,R:5_P:Bailey Williams_DE,5,DE,1
4759,R:18_P:Bailey Williams,R:18_P:Bailey Williams_DE,18,DE,1
4760,R:1_P:Bailey Williams,R:1_P:Bailey Williams_RU,1,RU,1
4761,R:1_P:Bailey Williams,R:1_P:Bailey Williams_FO,1,FO,1
4762,R:8_P:Bailey Williams,R:8_P:Bailey Williams_DE,8,DE,1
4763,R:12_P:Bailey Williams,R:12_P:Bailey Williams_RU,12,RU,1
4764,R:12_P:Bailey Williams,R:12_P:Bailey Williams_FO,12,FO,1
4765,R:10_P:Bailey Williams,R:10_P:Bailey Williams_DE,10,DE,1
4766,R:19_P:Bailey Williams,R:19_P:Bailey Williams_RU,19,RU,1
4767,R:4_P:Bailey Williams,R:4_P:Bailey Williams_RU,4,RU,1
4768,R:19_P:Bailey Williams,R:19_P:Bailey Williams_FO,19,FO,1
4769,R:4_P:Bailey Williams,R:4_P:Bailey Williams_FO,4,FO,1
4770,R:11_P:Bailey Williams,R:11_P:Bailey Williams_DE,11,DE,1
4771,R:20_P:Bailey Williams,R:20_P:Bailey Williams_DE,20,DE,1
4772,R:21_P:Bailey Williams,R:21_P:Bailey Williams_RU,21,RU,1
4773,R:21_P:Bailey Williams,R:21_P:Bailey Williams_FO,21,FO,1
4774,R:16_P:Bailey Williams,R:16_P:Bailey Williams_DE,16,DE,1
4775,R:3_P:Bailey Williams,R:3_P:Bailey Williams_DE,3,DE,1
4776,R:17_P:Bailey Williams,R:17_P:Bailey Williams_RU,17,RU,1
4777,R:17_P:Bailey Williams,R:17_P:Bailey Williams_FO,17,FO,1
4778,R:17_P:Bailey Williams,R:17_P:Bailey Williams_DE,17,DE,1
4779,R:16_P:Bailey Williams,R:16_P:Bailey Williams_RU,16,RU,1
4780,R:16_P:Bailey Williams,R:16_P:Bailey Williams_FO,16,FO,1
4781,R:19_P:Bailey Williams,R:19_P:Bailey Williams_DE,19,DE,1
4782,R:9_P:Bailey Williams,R:9_P:Bailey Williams_RU,9,RU,1
4783,R:18_P:Bailey Williams,R:18_P:Bailey Williams_RU,18,RU,1
4784,R:9_P:Bailey Williams,R:9_P:Bailey Williams_FO,9,FO,1
4785,R:18_P:Bailey Williams,R:18_P:Bailey Williams_FO,18,FO,1
4786,R:21_P:Bailey Williams,R:21_P:Bailey Williams_DE,21,DE,1
4787,R:11_P:Bailey Williams,R:11_P:Bailey Williams_RU,11,RU,1
4788,R:11_P:Bailey Williams,R:11_P:Bailey Williams_FO,11,FO,1
4789,R:23_P:Bailey Williams,R:23_P:Bailey Williams_DE,23,DE,1
4790,R:9_P:Bailey Williams,R:9_P:Bailey Williams_DE,9,DE,1
4791,R:3_P:Bailey Williams,R:3_P:Bailey Williams_RU,3,RU,1
4792,R:3_P:Bailey Williams,R:3_P:Bailey Williams_FO,3,FO,1
4793,R:1_P:Bailey Williams,R:1_P:Bailey Williams_DE,1,DE,1
4794,R:5_P:Bailey Williams,R:5_P:Bailey Williams_RU,5,RU,1
4795,R:20_P:Bailey Williams,R:20_P:Bailey Williams_RU,20,RU,1
4796,R:5_P:Bailey Williams,R:5_P:Bailey Williams_FO,5,FO,1
4797,R:20_P:Bailey Williams,R:20_P:Bailey Williams_FO,20,FO,1
4798,R:6_P:Bailey Williams,R:6_P:Bailey Williams_DE,6,DE,1
4799,R:10_P:Bailey Williams,R:10_P:Bailey Williams_RU,10,RU,1
4800,R:10_P:Bailey Williams,R:10_P:Bailey Williams_FO,10,FO,1
4801,R:7_P:Bailey Williams,R:7_P:Bailey Williams_DE,7,DE,1
4802,R:14_P:Bailey Williams,R:14_P:Bailey Williams_RU,14,RU,1
4803,R:14_P:Bailey Williams,R:14_P:Bailey Williams_FO,14,FO,1
4804,R:12_P:Bailey Williams,R:12_P:Bailey Williams_DE,12,DE,1
4805,R:7_P:Bailey Williams,R:7_P:Bailey Williams_RU,7,RU,1
4806,R:22_P:Bailey Williams,R:22_P:Bailey Williams_RU,22,RU,1
4807,R:7_P:Bailey Williams,R:7_P:Bailey Williams_FO,7,FO,1
4808,R:22_P:Bailey Williams,R:22_P:Bailey Williams_FO,22,FO,1
4809,R:14_P:Bailey Williams,R:14_P:Bailey Williams_DE,14,DE,1
4810,R:6_P:Bailey Williams,R:6_P:Bailey Williams_RU,6,RU,1
4811,R:6_P:Bailey Williams,R:6_P:Bailey Williams_FO,6,FO,1
4812,R:22_P:Bailey Williams,R:22_P:Bailey Williams_DE,22,DE,1
4813,R:8_P:Bailey Williams,R:8_P:Bailey Williams_RU,8,RU,1
4814,R:8_P:Bailey Williams,R:8_P:Bailey Williams_FO,8,FO,1
4815,R:2_P:Jason Johannisen,R:2_P:Jason Johannisen_DE,2,DE,1
4816,R:15_P:Jason Johannisen,R:15_P:Jason Johannisen_DE,15,DE,1
4817,R:4_P:Jason Johannisen,R:4_P:Jason Johannisen_DE,4,DE,1
4818,R:5_P:Jason Johannisen,R:5_P:Jason Johannisen_DE,5,DE,1
4819,R:18_P:Jason Johannisen,R:18_P:Jason Johannisen_DE,18,DE,1
4820,R:8_P:Jason Johannisen,R:8_P:Jason Johannisen_DE,8,DE,1
4821,R:10_P:Jason Johannisen,R:10_P:Jason Johannisen_DE,10,DE,1
4822,R:11_P:Jason Johannisen,R:11_P:Jason Johannisen_DE,11,DE,1
4823,R:20_P:Jason Johannisen,R:20_P:Jason Johannisen_DE,20,DE,1
4824,R:16_P:Jason Johannisen,R:16_P:Jason Johannisen_DE,16,DE,1
4825,R:3_P:Jason Johannisen,R:3_P:Jason Johannisen_DE,3,DE,1
4826,R:17_P:Jason Johannisen,R:17_P:Jason Johannisen_DE,17,DE,1
4827,R:19_P:Jason Johannisen,R:19_P:Jason Johannisen_DE,19,DE,1
4828,R:21_P:Jason Johannisen,R:21_P:Jason Johannisen_DE,21,DE,1
4829,R:23_P:Jason Johannisen,R:23_P:Jason Johannisen_DE,23,DE,1
4830,R:9_P:Jason Johannisen,R:9_P:Jason Johannisen_DE,9,DE,1
4831,R:1_P:Jason Johannisen,R:1_P:Jason Johannisen_DE,1,DE,1
4832,R:6_P:Jason Johannisen,R:6_P:Jason Johannisen_DE,6,DE,1
4833,R:7_P:Jason Johannisen,R:7_P:Jason Johannisen_DE,7,DE,1
4834,R:12_P:Jason Johannisen,R:12_P:Jason Johannisen_DE,12,DE,1
4835,R:14_P:Jason Johannisen,R:14_P:Jason Johannisen_DE,14,DE,1
4836,R:22_P:Jason Johannisen,R:22_P:Jason Johannisen_DE,22,DE,1
4837,R:2_P:Hayden Crozier,R:2_P:Hayden Crozier_DE,2,DE,1
4838,R:15_P:Hayden Crozier,R:15_P:Hayden Crozier_DE,15,DE,1
4839,R:4_P:Hayden Crozier,R:4_P:Hayden Crozier_DE,4,DE,1
4840,R:5_P:Hayden Crozier,R:5_P:Hayden Crozier_DE,5,DE,1
4841,R:18_P:Hayden Crozier,R:18_P:Hayden Crozier_DE,18,DE,1
4842,R:8_P:Hayden Crozier,R:8_P:Hayden Crozier_DE,8,DE,1
4843,R:10_P:Hayden Crozier,R:10_P:Hayden Crozier_DE,10,DE,1
4844,R:11_P:Hayden Crozier,R:11_P:Hayden Crozier_DE,11,DE,1
4845,R:20_P:Hayden Crozier,R:20_P:Hayden Crozier_DE,20,DE,1
4846,R:16_P:Hayden Crozier,R:16_P:Hayden Crozier_DE,16,DE,1
4847,R:3_P:Hayden Crozier,R:3_P:Hayden Crozier_DE,3,DE,1
4848,R:17_P:Hayden Crozier,R:17_P:Hayden Crozier_DE,17,DE,1
4849,R:19_P:Hayden Crozier,R:19_P:Hayden Crozier_DE,19,DE,1
4850,R:21_P:Hayden Crozier,R:21_P:Hayden Crozier_DE,21,DE,1
4851,R:23_P:Hayden Crozier,R:23_P:Hayden Crozier_DE,23,DE,1
4852,R:9_P:Hayden Crozier,R:9_P:Hayden Crozier_DE,9,DE,1
4853,R:1_P:Hayden Crozier,R:1_P:Hayden Crozier_DE,1,DE,1
4854,R:6_P:Hayden Crozier,R:6_P:Hayden Crozier_DE,6,DE,1
4855,R:7_P:Hayden Crozier,R:7_P:Hayden Crozier_DE,7,DE,1
4856,R:12_P:Hayden Crozier,R:12_P:Hayden Crozier_DE,12,DE,1
4857,R:14_P:Hayden Crozier,R:14_P:Hayden Crozier_DE,14,DE,1
4858,R:22_P:Hayden Crozier,R:22_P:Hayden Crozier_DE,22,DE,1
4859,R:2_P:Louis Butler,R:2_P:Louis Butler_DE,2,DE,1
4860,R:15_P:Louis Butler,R:15_P:Louis Butler_DE,15,DE,1
4861,R:4_P:Louis Butler,R:4_P:Louis Butler_DE,4,DE,1
4862,R:5_P:Louis Butler,R:5_P:Louis Butler_DE,5,DE,1
4863,R:18_P:Louis Butler,R:18_P:Louis Butler_DE,18,DE,1
4864,R:8_P:Louis Butler,R:8_P:Louis Butler_DE,8,DE,1
4865,R:10_P:Louis Butler,R:10_P:Louis Butler_DE,10,DE,1
4866,R:11_P:Louis Butler,R:11_P:Louis Butler_DE,11,DE,1
4867,R:20_P:Louis Butler,R:20_P:Louis Butler_DE,20,DE,1
4868,R:16_P:Louis Butler,R:16_P:Louis Butler_DE,16,DE,1
4869,R:3_P:Louis Butler,R:3_P:Louis Butler_DE,3,DE,1
4870,R:17_P:Louis Butler,R:17_P:Louis Butler_DE,17,DE,1
4871,R:19_P:Louis Butler,R:19_P:Louis Butler_DE,19,DE,1
4872,R:21_P:Louis Butler,R:21_P:Louis Butler_DE,21,DE,1
4873,R:23_P:Louis Butler,R:23_P:Louis Butler_DE,23,DE,1
4874,R:9_P:Louis Butler,R:9_P:Louis Butler_DE,9,DE,1
4875,R:1_P:Louis Butler,R:1_P:Louis Butler_DE,1,DE,1
4876,R:6_P:Louis Butler,R:6_P:Louis Butler_DE,6,DE,1
4877,R:7_P:Louis Butler,R:7_P:Louis Butler_DE,7,DE,1
4878,R:12_P:Louis Butler,R:12_P:Louis Butler_DE,12,DE,1
4879,R:14_P:Louis Butler,R:14_P:Louis Butler_DE,14,DE,1
4880,R:22_P:Louis Butler,R:22_P:Louis Butler_DE,22,DE,1
4881,R:2_P:Easton Wood,R:2_P:Easton Wood_DE,2,DE,1
4882,R:15_P:Easton Wood,R:15_P:Easton Wood_DE,15,DE,1
4883,R:4_P:Easton Wood,R:4_P:Easton Wood_DE,4,DE,1
4884,R:5_P:Easton Wood,R:5_P:Easton Wood_DE,5,DE,1
4885,R:18_P:Easton Wood,R:18_P:Easton Wood_DE,18,DE,1
4886,R:8_P:Easton Wood,R:8_P:Easton Wood_DE,8,DE,1
4887,R:10_P:Easton Wood,R:10_P:Easton Wood_DE,10,DE,1
4888,R:11_P:Easton Wood,R:11_P:Easton Wood_DE,11,DE,1
4889,R:20_P:Easton Wood,R:20_P:Easton Wood_DE,20,DE,1
4890,R:16_P:Easton Wood,R:16_P:Easton Wood_DE,16,DE,1
4891,R:3_P:Easton Wood,R:3_P:Easton Wood_DE,3,DE,1
4892,R:17_P:Easton Wood,R:17_P:Easton Wood_DE,17,DE,1
4893,R:19_P:Easton Wood,R:19_P:Easton Wood_DE,19,DE,1
4894,R:21_P:Easton Wood,R:21_P:Easton Wood_DE,21,DE,1
4895,R:23_P:Easton Wood,R:23_P:Easton Wood_DE,23,DE,1
4896,R:9_P:Easton Wood,R:9_P:Easton Wood_DE,9,DE,1
4897,R:1_P:Easton Wood,R:1_P:Easton Wood_DE,1,DE,1
4898,R:6_P:Easton Wood,R:6_P:Easton Wood_DE,6,DE,1
4899,R:7_P:Easton Wood,R:7_P:Easton Wood_DE,7,DE,1
4900,R:12_P:Easton Wood,R:12_P:Easton Wood_DE,12,DE,1
4901,R:14_P:Easton Wood,R:14_P:Easton Wood_DE,14,DE,1
4902,R:22_P:Easton Wood,R:22_P:Easton Wood_DE,22,DE,1
4903,R:2_P:Alex Keath,R:2_P:Alex Keath_DE,2,DE,1
4904,R:15_P:Alex Keath,R:15_P:Alex Keath_DE,15,DE,1
4905,R:4_P:Alex Keath,R:4_P:Alex Keath_DE,4,DE,1
4906,R:5_P:Alex Keath,R:5_P:Alex Keath_DE,5,DE,1
4907,R:18_P:Alex Keath,R:18_P:Alex Keath_DE,18,DE,1
4908,R:8_P:Alex Keath,R:8_P:Alex Keath_DE,8,DE,1
4909,R:10_P:Alex Keath,R:10_P:Alex Keath_DE,10,DE,1
4910,R:11_P:Alex Keath,R:11_P:Alex Keath_DE,11,DE,1
4911,R:20_P:Alex Keath,R:20_P:Alex Keath_DE,20,DE,1
4912,R:16_P:Alex Keath,R:16_P:Alex Keath_DE,16,DE,1
4913,R:3_P:Alex Keath,R:3_P:Alex Keath_DE,3,DE,1
4914,R:17_P:Alex Keath,R:17_P:Alex Keath_DE,17,DE,1
4915,R:19_P:Alex Keath,R:19_P:Alex Keath_DE,19,DE,1
4916,R:21_P:Alex Keath,R:21_P:Alex Keath_DE,21,DE,1
4917,R:23_P:Alex Keath,R:23_P:Alex Keath_DE,23,DE,1
4918,R:9_P:Alex Keath,R:9_P:Alex Keath_DE,9,DE,1
4919,R:1_P:Alex Keath,R:1_P:Alex Keath_DE,1,DE,1
4920,R:6_P:Alex Keath,R:6_P:Alex Keath_DE,6,DE,1
4921,R:7_P:Alex Keath,R:7_P:Alex Keath_DE,7,DE,1
4922,R:12_P:Alex Keath,R:12_P:Alex Keath_DE,12,DE,1
4923,R:14_P:Alex Keath,R:14_P:Alex Keath_DE,14,DE,1
4924,R:22_P:Alex Keath,R:22_P:Alex Keath_DE,22,DE,1
4925,R:2_P:Zaine Cordy,R:2_P:Zaine Cordy_DE,2,DE,1
4926,R:15_P:Zaine Cordy,R:15_P:Zaine Cordy_DE,15,DE,1
4927,R:4_P:Zaine Cordy,R:4_P:Zaine Cordy_DE,4,DE,1
4928,R:5_P:Zaine Cordy,R:5_P:Zaine Cordy_DE,5,DE,1
4929,R:18_P:Zaine Cordy,R:18_P:Zaine Cordy_DE,18,DE,1
4930,R:8_P:Zaine Cordy,R:8_P:Zaine Cordy_DE,8,DE,1
4931,R:10_P:Zaine Cordy,R:10_P:Zaine Cordy_DE,10,DE,1
4932,R:11_P:Zaine Cordy,R:11_P:Zaine Cordy_DE,11,DE,1
4933,R:20_P:Zaine Cordy,R:20_P:Zaine Cordy_DE,20,DE,1
4934,R:16_P:Zaine Cordy,R:16_P:Zaine Cordy_DE,16,DE,1
4935,R:3_P:Zaine Cordy,R:3_P:Zaine Cordy_DE,3,DE,1
4936,R:17_P:Zaine Cordy,R:17_P:Zaine Cordy_DE,17,DE,1
4937,R:19_P:Zaine Cordy,R:19_P:Zaine Cordy_DE,19,DE,1
4938,R:21_P:Zaine Cordy,R:21_P:Zaine Cordy_DE,21,DE,1
4939,R:23_P:Zaine Cordy,R:23_P:Zaine Cordy_DE,23,DE,1
4940,R:9_P:Zaine Cordy,R:9_P:Zaine Cordy_DE,9,DE,1
4941,R:1_P:Zaine Cordy,R:1_P:Zaine Cordy_DE,1,DE,1
4942,R:6_P:Zaine Cordy,R:6_P:Zaine Cordy_DE,6,DE,1
4943,R:7_P:Zaine Cordy,R:7_P:Zaine Cordy_DE,7,DE,1
4944,R:12_P:Zaine Cordy,R:12_P:Zaine Cordy_DE,12,DE,1
4945,R:14_P:Zaine Cordy,R:14_P:Zaine Cordy_DE,14,DE,1
4946,R:22_P:Zaine Cordy,R:22_P:Zaine Cordy_DE,22,DE,1
4947,R:2_P:Lachie Young,R:2_P:Lachie Young_DE,2,DE,1
4948,R:15_P:Lachie Young,R:15_P:Lachie Young_DE,15,DE,1
4949,R:2_P:Lachie Young,R:2_P:Lachie Young_MI,2,MI,1
4950,R:15_P:Lachie Young,R:15_P:Lachie Young_MI,15,MI,1
4951,R:4_P:Lachie Young,R:4_P:Lachie Young_DE,4,DE,1
4952,R:4_P:Lachie Young,R:4_P:Lachie Young_MI,4,MI,1
4953,R:5_P:Lachie Young,R:5_P:Lachie Young_DE,5,DE,1
4954,R:18_P:Lachie Young,R:18_P:Lachie Young_DE,18,DE,1
4955,R:5_P:Lachie Young,R:5_P:Lachie Young_MI,5,MI,1
4956,R:18_P:Lachie Young,R:18_P:Lachie Young_MI,18,MI,1
4957,R:8_P:Lachie Young,R:8_P:Lachie Young_DE,8,DE,1
4958,R:8_P:Lachie Young,R:8_P:Lachie Young_MI,8,MI,1
4959,R:10_P:Lachie Young,R:10_P:Lachie Young_DE,10,DE,1
4960,R:10_P:Lachie Young,R:10_P:Lachie Young_MI,10,MI,1
4961,R:11_P:Lachie Young,R:11_P:Lachie Young_DE,11,DE,1
4962,R:20_P:Lachie Young,R:20_P:Lachie Young_DE,20,DE,1
4963,R:11_P:Lachie Young,R:11_P:Lachie Young_MI,11,MI,1
4964,R:20_P:Lachie Young,R:20_P:Lachie Young_MI,20,MI,1
4965,R:16_P:Lachie Young,R:16_P:Lachie Young_DE,16,DE,1
4966,R:3_P:Lachie Young,R:3_P:Lachie Young_DE,3,DE,1
4967,R:16_P:Lachie Young,R:16_P:Lachie Young_MI,16,MI,1
4968,R:3_P:Lachie Young,R:3_P:Lachie Young_MI,3,MI,1
4969,R:17_P:Lachie Young,R:17_P:Lachie Young_DE,17,DE,1
4970,R:17_P:Lachie Young,R:17_P:Lachie Young_MI,17,MI,1
4971,R:19_P:Lachie Young,R:19_P:Lachie Young_DE,19,DE,1
4972,R:19_P:Lachie Young,R:19_P:Lachie Young_MI,19,MI,1
4973,R:21_P:Lachie Young,R:21_P:Lachie Young_DE,21,DE,1
4974,R:21_P:Lachie Young,R:21_P:Lachie Young_MI,21,MI,1
4975,R:23_P:Lachie Young,R:23_P:Lachie Young_DE,23,DE,1
4976,R:9_P:Lachie Young,R:9_P:Lachie Young_DE,9,DE,1
4977,R:23_P:Lachie Young,R:23_P:Lachie Young_MI,23,MI,1
4978,R:9_P:Lachie Young,R:9_P:Lachie Young_MI,9,MI,1
4979,R:1_P:Lachie Young,R:1_P:Lachie Young_DE,1,DE,1
4980,R:1_P:Lachie Young,R:1_P:Lachie Young_MI,1,MI,1
4981,R:6_P:Lachie Young,R:6_P:Lachie Young_DE,6,DE,1
4982,R:6_P:Lachie Young,R:6_P:Lachie Young_MI,6,MI,1
4983,R:7_P:Lachie Young,R:7_P:Lachie Young_DE,7,DE,1
4984,R:7_P:Lachie Young,R:7_P:Lachie Young_MI,7,MI,1
4985,R:12_P:Lachie Young,R:12_P:Lachie Young_DE,12,DE,1
4986,R:12_P:Lachie Young,R:12_P:Lachie Young_MI,12,MI,1
4987,R:14_P:Lachie Young,R:14_P:Lachie Young_DE,14,DE,1
4988,R:14_P:Lachie Young,R:14_P:Lachie Young_MI,14,MI,1
4989,R:22_P:Lachie Young,R:22_P:Lachie Young_DE,22,DE,1
4990,R:22_P:Lachie Young,R:22_P:Lachie Young_MI,22,MI,1
4991,R:2_P:Ryan Gardner,R:2_P:Ryan Gardner_DE,2,DE,1
4992,R:15_P:Ryan Gardner,R:15_P:Ryan Gardner_DE,15,DE,1
4993,R:4_P:Ryan Gardner,R:4_P:Ryan Gardner_DE,4,DE,1
4994,R:5_P:Ryan Gardner,R:5_P:Ryan Gardner_DE,5,DE,1
4995,R:18_P:Ryan Gardner,R:18_P:Ryan Gardner_DE,18,DE,1
4996,R:8_P:Ryan Gardner,R:8_P:Ryan Gardner_DE,8,DE,1
4997,R:10_P:Ryan Gardner,R:10_P:Ryan Gardner_DE,10,DE,1
4998,R:11_P:Ryan Gardner,R:11_P:Ryan Gardner_DE,11,DE,1
4999,R:20_P:Ryan Gardner,R:20_P:Ryan Gardner_DE,20,DE,1
5000,R:16_P:Ryan Gardner,R:16_P:Ryan Gardner_DE,16,DE,1
5001,R:3_P:Ryan Gardner,R:3_P:Ryan Gardner_DE,3,DE,1
5002,R:17_P:Ryan Gardner,R:17_P:Ryan Gardner_DE,17,DE,1
5003,R:19_P:Ryan Gardner,R:19_P:Ryan Gardner_DE,19,DE,1
5004,R:21_P:Ryan Gardner,R:21_P:Ryan Gardner_DE,21,DE,1
5005,R:23_P:Ryan Gardner,R:23_P:Ryan Gardner_DE,23,DE,1
5006,R:9_P:Ryan Gardner,R:9_P:Ryan Gardner_DE,9,DE,1
5007,R:1_P:Ryan Gardner,R:1_P:Ryan Gardner_DE,1,DE,1
5008,R:6_P:Ryan Gardner,R:6_P:Ryan Gardner_DE,6,DE,1
5009,R:7_P:Ryan Gardner,R:7_P:Ryan Gardner_DE,7,DE,1
5010,R:12_P:Ryan Gardner,R:12_P:Ryan Gardner_DE,12,DE,1
5011,R:14_P:Ryan Gardner,R:14_P:Ryan Gardner_DE,14,DE,1
5012,R:22_P:Ryan Gardner,R:22_P:Ryan Gardner_DE,22,DE,1
5013,R:2_P:Lewis Young,R:2_P:Lewis Young_DE,2,DE,1
5014,R:15_P:Lewis Young,R:15_P:Lewis Young_DE,15,DE,1
5015,R:4_P:Lewis Young,R:4_P:Lewis Young_DE,4,DE,1
5016,R:5_P:Lewis Young,R:5_P:Lewis Young_DE,5,DE,1
5017,R:18_P:Lewis Young,R:18_P:Lewis Young_DE,18,DE,1
5018,R:8_P:Lewis Young,R:8_P:Lewis Young_DE,8,DE,1
5019,R:10_P:Lewis Young,R:10_P:Lewis Young_DE,10,DE,1
5020,R:11_P:Lewis Young,R:11_P:Lewis Young_DE,11,DE,1
5021,R:20_P:Lewis Young,R:20_P:Lewis Young_DE,20,DE,1
5022,R:16_P:Lewis Young,R:16_P:Lewis Young_DE,16,DE,1
5023,R:3_P:Lewis Young,R:3_P:Lewis Young_DE,3,DE,1
5024,R:17_P:Lewis Young,R:17_P:Lewis Young_DE,17,DE,1
5025,R:19_P:Lewis Young,R:19_P:Lewis Young_DE,19,DE,1
5026,R:21_P:Lewis Young,R:21_P:Lewis Young_DE,21,DE,1
5027,R:23_P:Lewis Young,R:23_P:Lewis Young_DE,23,DE,1
5028,R:9_P:Lewis Young,R:9_P:Lewis Young_DE,9,DE,1
5029,R:1_P:Lewis Young,R:1_P:Lewis Young_DE,1,DE,1
5030,R:6_P:Lewis Young,R:6_P:Lewis Young_DE,6,DE,1
5031,R:7_P:Lewis Young,R:7_P:Lewis Young_DE,7,DE,1
5032,R:12_P:Lewis Young,R:12_P:Lewis Young_DE,12,DE,1
5033,R:14_P:Lewis Young,R:14_P:Lewis Young_DE,14,DE,1
5034,R:22_P:Lewis Young,R:22_P:Lewis Young_DE,22,DE,1
5035,R:2_P:Josh Dunkley,R:2_P:Josh Dunkley_FO,2,FO,1
5036,R:15_P:Josh Dunkley,R:15_P:Josh Dunkley_FO,15,FO,1
5037,R:2_P:Josh Dunkley,R:2_P:Josh Dunkley_MI,2,MI,1
5038,R:15_P:Josh Dunkley,R:15_P:Josh Dunkley_MI,15,MI,1
5039,R:4_P:Josh Dunkley,R:4_P:Josh Dunkley_FO,4,FO,1
5040,R:4_P:Josh Dunkley,R:4_P:Josh Dunkley_MI,4,MI,1
5041,R:5_P:Josh Dunkley,R:5_P:Josh Dunkley_FO,5,FO,1
5042,R:18_P:Josh Dunkley,R:18_P:Josh Dunkley_FO,18,FO,1
5043,R:5_P:Josh Dunkley,R:5_P:Josh Dunkley_MI,5,MI,1
5044,R:18_P:Josh Dunkley,R:18_P:Josh Dunkley_MI,18,MI,1
5045,R:8_P:Josh Dunkley,R:8_P:Josh Dunkley_FO,8,FO,1
5046,R:8_P:Josh Dunkley,R:8_P:Josh Dunkley_MI,8,MI,1
5047,R:10_P:Josh Dunkley,R:10_P:Josh Dunkley_FO,10,FO,1
5048,R:10_P:Josh Dunkley,R:10_P:Josh Dunkley_MI,10,MI,1
5049,R:11_P:Josh Dunkley,R:11_P:Josh Dunkley_FO,11,FO,1
5050,R:20_P:Josh Dunkley,R:20_P:Josh Dunkley_FO,20,FO,1
5051,R:11_P:Josh Dunkley,R:11_P:Josh Dunkley_MI,11,MI,1
5052,R:20_P:Josh Dunkley,R:20_P:Josh Dunkley_MI,20,MI,1
