,Name,Price,Team 1,Position,Round,Team 2,Score,id,pl_pos_id,is_selected
188,Joshua Kennedy,431000,Eagles,FO,1,Suns,74.0909090909091,R:1_P:Joshua Kennedy,R:1_P:Joshua Kennedy_FO,1
189,Joshua Kennedy,431000,Eagles,FO,3,Power,77.36363636363636,R:3_P:Joshua Kennedy,R:3_P:Joshua Kennedy_FO,1
190,Joshua Kennedy,431000,Eagles,FO,5,Magpies,67.77272727272727,R:5_P:Joshua Kennedy,R:5_P:Joshua Kennedy_FO,1
191,Joshua Kennedy,431000,Eagles,FO,19,Saints,50.18181818181818,R:19_P:Joshua Kennedy,R:19_P:Joshua Kennedy_FO,1
192,Joshua Kennedy,431000,Eagles,FO,21,Demons,65.5,R:21_P:Joshua Kennedy,R:21_P:Joshua Kennedy_FO,1
193,Joshua Kennedy,431000,Eagles,FO,2,Bulldogs,49.90909090909091,R:2_P:Joshua Kennedy,R:2_P:Joshua Kennedy_FO,1
194,Joshua Kennedy,431000,Eagles,FO,4,Saints,50.18181818181818,R:4_P:Joshua Kennedy,R:4_P:Joshua Kennedy_FO,1
195,Joshua Kennedy,431000,Eagles,FO,6,Cats,77.54545454545455,R:6_P:Joshua Kennedy,R:6_P:Joshua Kennedy_FO,1
196,Joshua Kennedy,431000,Eagles,FO,18,Crows,66.54545454545455,R:18_P:Joshua Kennedy,R:18_P:Joshua Kennedy_FO,1
197,Joshua Kennedy,431000,Eagles,FO,20,Magpies,67.77272727272727,R:20_P:Joshua Kennedy,R:20_P:Joshua Kennedy_FO,1
198,Joshua Kennedy,431000,Eagles,FO,22,Dockers,67.27272727272727,R:22_P:Joshua Kennedy,R:22_P:Joshua Kennedy_FO,1
199,Joshua Kennedy,431000,Eagles,FO,23,Lions,59.45454545454545,R:23_P:Joshua Kennedy,R:23_P:Joshua Kennedy_FO,1
200,Mark Hutchings,308000,Eagles,FO,7,Dockers,59.77777777777778,R:7_P:Mark Hutchings,R:7_P:Mark Hutchings_FO,1
201,Mark Hutchings,308000,Eagles,FO,11,Bombers,53.22222222222222,R:11_P:Mark Hutchings,R:11_P:Mark Hutchings_FO,1
202,Mark Hutchings,308000,Eagles,FO,14,Tigers,45.111111111111114,R:14_P:Mark Hutchings,R:14_P:Mark Hutchings_FO,1
203,Mark Hutchings,308000,Eagles,FO,15,Bulldogs,47.0,R:15_P:Mark Hutchings,R:15_P:Mark Hutchings_FO,1
204,Mark Hutchings,308000,Eagles,FO,19,Saints,45.888888888888886,R:19_P:Mark Hutchings,R:19_P:Mark Hutchings_FO,1
205,Mark Hutchings,308000,Eagles,FO,4,Saints,45.888888888888886,R:4_P:Mark Hutchings,R:4_P:Mark Hutchings_FO,1
206,Mark Hutchings,308000,Eagles,FO,12,Blues,28.555555555555557,R:12_P:Mark Hutchings,R:12_P:Mark Hutchings_FO,1
207,Mark Hutchings,308000,Eagles,FO,20,Magpies,38.111111111111114,R:20_P:Mark Hutchings,R:20_P:Mark Hutchings_FO,1
208,Mark Hutchings,308000,Eagles,FO,22,Dockers,59.77777777777778,R:22_P:Mark Hutchings,R:22_P:Mark Hutchings_FO,1
209,Tim Kelly,730000,Eagles,MI,1,Suns,107.66666666666667,R:1_P:Tim Kelly,R:1_P:Tim Kelly_MI,1
210,Luke Shuey,657000,Eagles,MI,1,Suns,102.18181818181819,R:1_P:Luke Shuey,R:1_P:Luke Shuey_MI,1
211,Jack Redden,554000,Eagles,MI,1,Suns,82.45454545454545,R:1_P:Jack Redden,R:1_P:Jack Redden_MI,1
212,Jack Redden,554000,Eagles,MI,3,Power,71.0,R:3_P:Jack Redden,R:3_P:Jack Redden_MI,1
213,Jack Redden,554000,Eagles,MI,5,Magpies,72.86363636363636,R:5_P:Jack Redden,R:5_P:Jack Redden_MI,1
214,Jack Redden,554000,Eagles,MI,7,Dockers,82.18181818181819,R:7_P:Jack Redden,R:7_P:Jack Redden_MI,1
215,Jack Redden,554000,Eagles,MI,9,Crows,92.54545454545455,R:9_P:Jack Redden,R:9_P:Jack Redden_MI,1
216,Jack Redden,554000,Eagles,MI,11,Bombers,89.9090909090909,R:11_P:Jack Redden,R:11_P:Jack Redden_MI,1
217,Jack Redden,554000,Eagles,MI,14,Tigers,76.36363636363636,R:14_P:Jack Redden,R:14_P:Jack Redden_MI,1
218,Jack Redden,554000,Eagles,MI,15,Bulldogs,70.45454545454545,R:15_P:Jack Redden,R:15_P:Jack Redden_MI,1
219,Jack Redden,554000,Eagles,MI,17,Kangaroos,73.63636363636364,R:17_P:Jack Redden,R:17_P:Jack Redden_MI,1
220,Jack Redden,554000,Eagles,MI,19,Saints,84.72727272727273,R:19_P:Jack Redden,R:19_P:Jack Redden_MI,1
221,Jack Redden,554000,Eagles,MI,21,Demons,75.58333333333333,R:21_P:Jack Redden,R:21_P:Jack Redden_MI,1
222,Jack Redden,554000,Eagles,MI,2,Bulldogs,70.45454545454545,R:2_P:Jack Redden,R:2_P:Jack Redden_MI,1
223,Jack Redden,554000,Eagles,MI,4,Saints,84.72727272727273,R:4_P:Jack Redden,R:4_P:Jack Redden_MI,1
224,Jack Redden,554000,Eagles,MI,6,Cats,74.63636363636364,R:6_P:Jack Redden,R:6_P:Jack Redden_MI,1
225,Jack Redden,554000,Eagles,MI,8,Hawks,73.27272727272727,R:8_P:Jack Redden,R:8_P:Jack Redden_MI,1
226,Jack Redden,554000,Eagles,MI,10,Giants,75.45454545454545,R:10_P:Jack Redden,R:10_P:Jack Redden_MI,1
227,Jack Redden,554000,Eagles,MI,12,Blues,52.36363636363637,R:12_P:Jack Redden,R:12_P:Jack Redden_MI,1
228,Jack Redden,554000,Eagles,MI,16,Swans,85.72727272727273,R:16_P:Jack Redden,R:16_P:Jack Redden_MI,1
229,Jack Redden,554000,Eagles,MI,18,Crows,92.54545454545455,R:18_P:Jack Redden,R:18_P:Jack Redden_MI,1
230,Jack Redden,554000,Eagles,MI,20,Magpies,72.86363636363636,R:20_P:Jack Redden,R:20_P:Jack Redden_MI,1
231,Jack Redden,554000,Eagles,MI,22,Dockers,82.18181818181819,R:22_P:Jack Redden,R:22_P:Jack Redden_MI,1
232,Jack Redden,554000,Eagles,MI,23,Lions,75.0909090909091,R:23_P:Jack Redden,R:23_P:Jack Redden_MI,1
233,Steven Motlop,412000,Power,FO,2,Bombers,58.0,R:2_P:Steven Motlop,R:2_P:Steven Motlop_FO,1
234,Steven Motlop,412000,Power,FO,1,Kangaroos,73.36363636363636,R:1_P:Steven Motlop,R:1_P:Steven Motlop_FO,1
235,Steven Motlop,412000,Power,FO,3,Eagles,51.36363636363637,R:3_P:Steven Motlop,R:3_P:Steven Motlop_FO,1
236,Sam Powell-Pepper,558000,Power,MI,2,Bombers,74.0,R:2_P:Sam Powell-Pepper,R:2_P:Sam Powell-Pepper_MI,1
237,Sam Powell-Pepper,558000,Power,MI,1,Kangaroos,80.25,R:1_P:Sam Powell-Pepper,R:1_P:Sam Powell-Pepper_MI,1
238,Xavier Duursma,539000,Power,MI,8,Crows,97.0,R:8_P:Xavier Duursma,R:8_P:Xavier Duursma_MI,1
239,Xavier Duursma,539000,Power,MI,9,Bulldogs,72.0,R:9_P:Xavier Duursma,R:9_P:Xavier Duursma_MI,1
240,Xavier Duursma,539000,Power,MI,22,Blues,62.5,R:22_P:Xavier Duursma,R:22_P:Xavier Duursma_MI,1
241,Xavier Duursma,539000,Power,MI,10,Magpies,77.0,R:10_P:Xavier Duursma,R:10_P:Xavier Duursma_MI,1
242,Xavier Duursma,539000,Power,MI,21,Crows,97.0,R:21_P:Xavier Duursma,R:21_P:Xavier Duursma_MI,1
243,Xavier Duursma,539000,Power,MI,23,Bulldogs,72.0,R:23_P:Xavier Duursma,R:23_P:Xavier Duursma_MI,1
244,Jarrod Harbrow,428000,Suns,DE,2,Kangaroos,58.18181818181818,R:2_P:Jarrod Harbrow,R:2_P:Jarrod Harbrow_DE,1
245,Jarrod Harbrow,428000,Suns,DE,4,Blues,45.18181818181818,R:4_P:Jarrod Harbrow,R:4_P:Jarrod Harbrow_DE,1
246,Jarrod Harbrow,428000,Suns,DE,6,Swans,68.0909090909091,R:6_P:Jarrod Harbrow,R:6_P:Jarrod Harbrow_DE,1
247,Jarrod Harbrow,428000,Suns,DE,8,Saints,59.90909090909091,R:8_P:Jarrod Harbrow,R:8_P:Jarrod Harbrow_DE,1
248,Jarrod Harbrow,428000,Suns,DE,9,Lions,75.36363636363636,R:9_P:Jarrod Harbrow,R:9_P:Jarrod Harbrow_DE,1
249,Jarrod Harbrow,428000,Suns,DE,11,Hawks,57.72727272727273,R:11_P:Jarrod Harbrow,R:11_P:Jarrod Harbrow_DE,1
250,Jarrod Harbrow,428000,Suns,DE,14,Power,52.083333333333336,R:14_P:Jarrod Harbrow,R:14_P:Jarrod Harbrow_DE,1
251,Jarrod Harbrow,428000,Suns,DE,16,Tigers,53.81818181818182,R:16_P:Jarrod Harbrow,R:16_P:Jarrod Harbrow_DE,1
252,Jarrod Harbrow,428000,Suns,DE,18,Bulldogs,55.72727272727273,R:18_P:Jarrod Harbrow,R:18_P:Jarrod Harbrow_DE,1
253,Jarrod Harbrow,428000,Suns,DE,19,Demons,75.0,R:19_P:Jarrod Harbrow,R:19_P:Jarrod Harbrow_DE,1
254,Jarrod Harbrow,428000,Suns,DE,22,Bombers,65.0,R:22_P:Jarrod Harbrow,R:22_P:Jarrod Harbrow_DE,1
255,Jarrod Harbrow,428000,Suns,DE,1,Eagles,62.0,R:1_P:Jarrod Harbrow,R:1_P:Jarrod Harbrow_DE,1
256,Jarrod Harbrow,428000,Suns,DE,3,Crows,68.36363636363636,R:3_P:Jarrod Harbrow,R:3_P:Jarrod Harbrow_DE,1
257,Jarrod Harbrow,428000,Suns,DE,5,Bulldogs,55.72727272727273,R:5_P:Jarrod Harbrow,R:5_P:Jarrod Harbrow_DE,1
258,Jarrod Harbrow,428000,Suns,DE,7,Magpies,65.81818181818181,R:7_P:Jarrod Harbrow,R:7_P:Jarrod Harbrow_DE,1
259,Jarrod Harbrow,428000,Suns,DE,10,Cats,65.9090909090909,R:10_P:Jarrod Harbrow,R:10_P:Jarrod Harbrow_DE,1
260,Jarrod Harbrow,428000,Suns,DE,13,Dockers,60.81818181818182,R:13_P:Jarrod Harbrow,R:13_P:Jarrod Harbrow_DE,1
261,Jarrod Harbrow,428000,Suns,DE,15,Kangaroos,58.18181818181818,R:15_P:Jarrod Harbrow,R:15_P:Jarrod Harbrow_DE,1
262,Jarrod Harbrow,428000,Suns,DE,17,Giants,52.63636363636363,R:17_P:Jarrod Harbrow,R:17_P:Jarrod Harbrow_DE,1
263,Jarrod Harbrow,428000,Suns,DE,20,Lions,75.36363636363636,R:20_P:Jarrod Harbrow,R:20_P:Jarrod Harbrow_DE,1
264,Jarrod Harbrow,428000,Suns,DE,21,Blues,45.18181818181818,R:21_P:Jarrod Harbrow,R:21_P:Jarrod Harbrow_DE,1
265,Jarrod Harbrow,428000,Suns,DE,23,Swans,68.0909090909091,R:23_P:Jarrod Harbrow,R:23_P:Jarrod Harbrow_DE,1
266,Connor Budarick,357000,Suns,DE,2,Kangaroos,41.0,R:2_P:Connor Budarick,R:2_P:Connor Budarick_DE,1
267,Connor Budarick,357000,Suns,DE,1,Eagles,63.0,R:1_P:Connor Budarick,R:1_P:Connor Budarick_DE,1
268,Connor Budarick,357000,Suns,DE,3,Crows,69.0,R:3_P:Connor Budarick,R:3_P:Connor Budarick_DE,1
269,Jack Riewoldt,469000,Tigers,FO,1,Blues,67.41666666666667,R:1_P:Jack Riewoldt,R:1_P:Jack Riewoldt_FO,1
270,Jack Riewoldt,469000,Tigers,FO,3,Swans,77.0,R:3_P:Jack Riewoldt,R:3_P:Jack Riewoldt_FO,1
271,Jack Riewoldt,469000,Tigers,FO,7,Bulldogs,72.0909090909091,R:7_P:Jack Riewoldt,R:7_P:Jack Riewoldt_FO,1
272,Jack Riewoldt,469000,Tigers,FO,8,Cats,69.13636363636364,R:8_P:Jack Riewoldt,R:8_P:Jack Riewoldt_FO,1
273,Jack Riewoldt,469000,Tigers,FO,9,Giants,62.81818181818182,R:9_P:Jack Riewoldt,R:9_P:Jack Riewoldt_FO,1
274,Jack Riewoldt,469000,Tigers,FO,11,Crows,62.81818181818182,R:11_P:Jack Riewoldt,R:11_P:Jack Riewoldt_FO,1
275,Jack Riewoldt,469000,Tigers,FO,15,Saints,66.5,R:15_P:Jack Riewoldt,R:15_P:Jack Riewoldt_FO,1
276,Jack Riewoldt,469000,Tigers,FO,17,Magpies,57.90909090909091,R:17_P:Jack Riewoldt,R:17_P:Jack Riewoldt_FO,1
277,Jack Riewoldt,469000,Tigers,FO,18,Lions,70.04545454545455,R:18_P:Jack Riewoldt,R:18_P:Jack Riewoldt_FO,1
278,Jack Riewoldt,469000,Tigers,FO,21,Kangaroos,72.0,R:21_P:Jack Riewoldt,R:21_P:Jack Riewoldt_FO,1
279,Jack Riewoldt,469000,Tigers,FO,23,Hawks,69.63636363636364,R:23_P:Jack Riewoldt,R:23_P:Jack Riewoldt_FO,1
280,Jack Riewoldt,469000,Tigers,FO,2,Hawks,69.63636363636364,R:2_P:Jack Riewoldt,R:2_P:Jack Riewoldt_FO,1
281,Jack Riewoldt,469000,Tigers,FO,4,Power,54.45454545454545,R:4_P:Jack Riewoldt,R:4_P:Jack Riewoldt_FO,1
282,Jack Riewoldt,469000,Tigers,FO,5,Saints,66.5,R:5_P:Jack Riewoldt,R:5_P:Jack Riewoldt_FO,1
283,Jack Riewoldt,469000,Tigers,FO,6,Demons,72.18181818181819,R:6_P:Jack Riewoldt,R:6_P:Jack Riewoldt_FO,1
284,Jack Riewoldt,469000,Tigers,FO,10,Lions,70.04545454545455,R:10_P:Jack Riewoldt,R:10_P:Jack Riewoldt_FO,1
285,Jack Riewoldt,469000,Tigers,FO,12,Bombers,56.0,R:12_P:Jack Riewoldt,R:12_P:Jack Riewoldt_FO,1
286,Jack Riewoldt,469000,Tigers,FO,14,Eagles,63.27272727272727,R:14_P:Jack Riewoldt,R:14_P:Jack Riewoldt_FO,1
287,Jack Riewoldt,469000,Tigers,FO,16,Suns,65.72727272727273,R:16_P:Jack Riewoldt,R:16_P:Jack Riewoldt_FO,1
288,Jack Riewoldt,469000,Tigers,FO,19,Cats,69.13636363636364,R:19_P:Jack Riewoldt,R:19_P:Jack Riewoldt_FO,1
289,Jack Riewoldt,469000,Tigers,FO,20,Dockers,73.0,R:20_P:Jack Riewoldt,R:20_P:Jack Riewoldt_FO,1
290,Jack Riewoldt,469000,Tigers,FO,22,Giants,62.81818181818182,R:22_P:Jack Riewoldt,R:22_P:Jack Riewoldt_FO,1
291,Dustin Martin,713000,Tigers,MI,7,Bulldogs,99.54545454545455,R:7_P:Dustin Martin,R:7_P:Dustin Martin_MI,1
292,Dustin Martin,713000,Tigers,MI,8,Cats,95.22727272727273,R:8_P:Dustin Martin,R:8_P:Dustin Martin_MI,1
293,Dustin Martin,713000,Tigers,MI,6,Demons,97.72727272727273,R:6_P:Dustin Martin,R:6_P:Dustin Martin_MI,1
294,Trent Cotchin,634000,Tigers,MI,1,Blues,82.33333333333333,R:1_P:Trent Cotchin,R:1_P:Trent Cotchin_MI,1
295,Trent Cotchin,634000,Tigers,MI,17,Magpies,94.72727272727273,R:17_P:Trent Cotchin,R:17_P:Trent Cotchin_MI,1
296,Trent Cotchin,634000,Tigers,MI,18,Lions,80.63636363636364,R:18_P:Trent Cotchin,R:18_P:Trent Cotchin_MI,1
297,Trent Cotchin,634000,Tigers,MI,2,Hawks,94.18181818181819,R:2_P:Trent Cotchin,R:2_P:Trent Cotchin_MI,1
298,Trent Cotchin,634000,Tigers,MI,19,Cats,84.22727272727273,R:19_P:Trent Cotchin,R:19_P:Trent Cotchin_MI,1
299,Trent Cotchin,634000,Tigers,MI,20,Dockers,84.63636363636364,R:20_P:Trent Cotchin,R:20_P:Trent Cotchin_MI,1
300,Ben McEvoy,477000,Hawks,RU,5,Demons,62.72727272727273,R:5_P:Ben McEvoy,R:5_P:Ben McEvoy_RU,1
301,Ben McEvoy,477000,Hawks,RU,6,Crows,65.36363636363636,R:6_P:Ben McEvoy,R:6_P:Ben McEvoy_RU,1
302,Ben McEvoy,477000,Hawks,RU,8,Eagles,35.72727272727273,R:8_P:Ben McEvoy,R:8_P:Ben McEvoy_RU,1
303,Ben McEvoy,477000,Hawks,RU,9,Kangaroos,51.36363636363637,R:9_P:Ben McEvoy,R:9_P:Ben McEvoy_RU,1
304,Ben McEvoy,477000,Hawks,RU,14,Bombers,54.18181818181818,R:14_P:Ben McEvoy,R:14_P:Ben McEvoy_RU,1
305,Ben McEvoy,477000,Hawks,RU,16,Power,42.0,R:16_P:Ben McEvoy,R:16_P:Ben McEvoy_RU,1
306,Ben McEvoy,477000,Hawks,RU,17,Dockers,49.63636363636363,R:17_P:Ben McEvoy,R:17_P:Ben McEvoy_RU,1
307,Ben McEvoy,477000,Hawks,RU,19,Lions,64.58333333333333,R:19_P:Ben McEvoy,R:19_P:Ben McEvoy_RU,1
308,Ben McEvoy,477000,Hawks,RU,21,Magpies,69.0,R:21_P:Ben McEvoy,R:21_P:Ben McEvoy_RU,1
309,Ben McEvoy,477000,Hawks,RU,22,Bulldogs,69.0,R:22_P:Ben McEvoy,R:22_P:Ben McEvoy_RU,1
310,Ben McEvoy,477000,Hawks,RU,7,Saints,71.54545454545455,R:7_P:Ben McEvoy,R:7_P:Ben McEvoy_RU,1
311,Ben McEvoy,477000,Hawks,RU,10,Blues,44.18181818181818,R:10_P:Ben McEvoy,R:10_P:Ben McEvoy_RU,1
312,Ben McEvoy,477000,Hawks,RU,11,Suns,69.63636363636364,R:11_P:Ben McEvoy,R:11_P:Ben McEvoy_RU,1
313,Ben McEvoy,477000,Hawks,RU,13,Swans,67.0,R:13_P:Ben McEvoy,R:13_P:Ben McEvoy_RU,1
314,Ben McEvoy,477000,Hawks,RU,15,Giants,74.72727272727273,R:15_P:Ben McEvoy,R:15_P:Ben McEvoy_RU,1
315,Ben McEvoy,477000,Hawks,RU,18,Demons,62.72727272727273,R:18_P:Ben McEvoy,R:18_P:Ben McEvoy_RU,1
316,Ben McEvoy,477000,Hawks,RU,20,Crows,65.36363636363636,R:20_P:Ben McEvoy,R:20_P:Ben McEvoy_RU,1
317,Ben McEvoy,477000,Hawks,RU,23,Tigers,65.54545454545455,R:23_P:Ben McEvoy,R:23_P:Ben McEvoy_RU,1
318,Ben McEvoy,477000,Hawks,DE,2,Tigers,65.54545454545455,R:2_P:Ben McEvoy,R:2_P:Ben McEvoy_DE,1
319,Ben McEvoy,477000,Hawks,DE,1,Bombers,54.18181818181818,R:1_P:Ben McEvoy,R:1_P:Ben McEvoy_DE,1
320,Ben McEvoy,477000,Hawks,DE,3,Cats,72.63636363636364,R:3_P:Ben McEvoy,R:3_P:Ben McEvoy_DE,1
321,Ben McEvoy,477000,Hawks,DE,4,Dockers,49.63636363636363,R:4_P:Ben McEvoy,R:4_P:Ben McEvoy_DE,1
322,James Frawley,305000,Hawks,DE,2,Tigers,51.18181818181818,R:2_P:James Frawley,R:2_P:James Frawley_DE,1
323,James Frawley,305000,Hawks,DE,5,Demons,47.54545454545455,R:5_P:James Frawley,R:5_P:James Frawley_DE,1
324,James Frawley,305000,Hawks,DE,6,Crows,43.09090909090909,R:6_P:James Frawley,R:6_P:James Frawley_DE,1
325,James Frawley,305000,Hawks,DE,8,Eagles,37.45454545454545,R:8_P:James Frawley,R:8_P:James Frawley_DE,1
326,James Frawley,305000,Hawks,DE,9,Kangaroos,52.45454545454545,R:9_P:James Frawley,R:9_P:James Frawley_DE,1
327,James Frawley,305000,Hawks,DE,14,Bombers,40.81818181818182,R:14_P:James Frawley,R:14_P:James Frawley_DE,1
328,James Frawley,305000,Hawks,DE,16,Power,39.72727272727273,R:16_P:James Frawley,R:16_P:James Frawley_DE,1
329,James Frawley,305000,Hawks,DE,17,Dockers,39.18181818181818,R:17_P:James Frawley,R:17_P:James Frawley_DE,1
330,James Frawley,305000,Hawks,DE,19,Lions,52.416666666666664,R:19_P:James Frawley,R:19_P:James Frawley_DE,1
331,James Frawley,305000,Hawks,DE,21,Magpies,50.72727272727273,R:21_P:James Frawley,R:21_P:James Frawley_DE,1
332,James Frawley,305000,Hawks,DE,22,Bulldogs,44.90909090909091,R:22_P:James Frawley,R:22_P:James Frawley_DE,1
333,James Frawley,305000,Hawks,DE,1,Bombers,40.81818181818182,R:1_P:James Frawley,R:1_P:James Frawley_DE,1
334,James Frawley,305000,Hawks,DE,3,Cats,53.45454545454545,R:3_P:James Frawley,R:3_P:James Frawley_DE,1
335,James Frawley,305000,Hawks,DE,4,Dockers,39.18181818181818,R:4_P:James Frawley,R:4_P:James Frawley_DE,1
336,James Frawley,305000,Hawks,DE,7,Saints,43.36363636363637,R:7_P:James Frawley,R:7_P:James Frawley_DE,1
337,James Frawley,305000,Hawks,DE,10,Blues,46.45454545454545,R:10_P:James Frawley,R:10_P:James Frawley_DE,1
338,James Frawley,305000,Hawks,DE,11,Suns,52.36363636363637,R:11_P:James Frawley,R:11_P:James Frawley_DE,1
339,James Frawley,305000,Hawks,DE,13,Swans,61.72727272727273,R:13_P:James Frawley,R:13_P:James Frawley_DE,1
340,James Frawley,305000,Hawks,DE,15,Giants,39.27272727272727,R:15_P:James Frawley,R:15_P:James Frawley_DE,1
341,James Frawley,305000,Hawks,DE,18,Demons,47.54545454545455,R:18_P:James Frawley,R:18_P:James Frawley_DE,1
342,James Frawley,305000,Hawks,DE,20,Crows,43.09090909090909,R:20_P:James Frawley,R:20_P:James Frawley_DE,1
343,James Frawley,305000,Hawks,DE,23,Tigers,51.18181818181818,R:23_P:James Frawley,R:23_P:James Frawley_DE,1
344,Shaun Burgoyne,435000,Hawks,FO,2,Tigers,60.09090909090909,R:2_P:Shaun Burgoyne,R:2_P:Shaun Burgoyne_FO,1
345,Shaun Burgoyne,435000,Hawks,FO,5,Demons,69.36363636363636,R:5_P:Shaun Burgoyne,R:5_P:Shaun Burgoyne_FO,1
346,Shaun Burgoyne,435000,Hawks,FO,6,Crows,51.45454545454545,R:6_P:Shaun Burgoyne,R:6_P:Shaun Burgoyne_FO,1
347,Shaun Burgoyne,435000,Hawks,FO,8,Eagles,61.90909090909091,R:8_P:Shaun Burgoyne,R:8_P:Shaun Burgoyne_FO,1
348,Shaun Burgoyne,435000,Hawks,FO,9,Kangaroos,52.27272727272727,R:9_P:Shaun Burgoyne,R:9_P:Shaun Burgoyne_FO,1
349,Shaun Burgoyne,435000,Hawks,FO,14,Bombers,71.0909090909091,R:14_P:Shaun Burgoyne,R:14_P:Shaun Burgoyne_FO,1
350,Shaun Burgoyne,435000,Hawks,FO,16,Power,53.09090909090909,R:16_P:Shaun Burgoyne,R:16_P:Shaun Burgoyne_FO,1
351,Shaun Burgoyne,435000,Hawks,FO,17,Dockers,60.63636363636363,R:17_P:Shaun Burgoyne,R:17_P:Shaun Burgoyne_FO,1
352,Shaun Burgoyne,435000,Hawks,FO,19,Lions,62.416666666666664,R:19_P:Shaun Burgoyne,R:19_P:Shaun Burgoyne_FO,1
353,Shaun Burgoyne,435000,Hawks,FO,1,Bombers,71.0909090909091,R:1_P:Shaun Burgoyne,R:1_P:Shaun Burgoyne_FO,1
354,Shaun Burgoyne,435000,Hawks,FO,3,Cats,69.27272727272727,R:3_P:Shaun Burgoyne,R:3_P:Shaun Burgoyne_FO,1
355,Shaun Burgoyne,435000,Hawks,FO,4,Dockers,60.63636363636363,R:4_P:Shaun Burgoyne,R:4_P:Shaun Burgoyne_FO,1
356,Shaun Burgoyne,435000,Hawks,FO,7,Saints,63.18181818181818,R:7_P:Shaun Burgoyne,R:7_P:Shaun Burgoyne_FO,1
357,Shaun Burgoyne,435000,Hawks,FO,10,Blues,63.45454545454545,R:10_P:Shaun Burgoyne,R:10_P:Shaun Burgoyne_FO,1
358,Shaun Burgoyne,435000,Hawks,FO,11,Suns,59.18181818181818,R:11_P:Shaun Burgoyne,R:11_P:Shaun Burgoyne_FO,1
359,Shaun Burgoyne,435000,Hawks,FO,13,Swans,70.54545454545455,R:13_P:Shaun Burgoyne,R:13_P:Shaun Burgoyne_FO,1
360,Shaun Burgoyne,435000,Hawks,FO,15,Giants,53.45454545454545,R:15_P:Shaun Burgoyne,R:15_P:Shaun Burgoyne_FO,1
361,Shaun Burgoyne,435000,Hawks,FO,18,Demons,69.36363636363636,R:18_P:Shaun Burgoyne,R:18_P:Shaun Burgoyne_FO,1
362,Jonathon Patton,191000,Hawks,FO,14,Bombers,42.0,R:14_P:Jonathon Patton,R:14_P:Jonathon Patton_FO,1
363,Jonathon Patton,191000,Hawks,FO,13,Swans,21.88888888888889,R:13_P:Jonathon Patton,R:13_P:Jonathon Patton_FO,1
364,Liam Shiels,647000,Hawks,MI,14,Bombers,82.9090909090909,R:14_P:Liam Shiels,R:14_P:Liam Shiels_MI,1
365,Liam Shiels,647000,Hawks,MI,13,Swans,85.45454545454545,R:13_P:Liam Shiels,R:13_P:Liam Shiels_MI,1
366,Tom Scully,443000,Hawks,MI,2,Tigers,61.0,R:2_P:Tom Scully,R:2_P:Tom Scully_MI,1
367,Tom Scully,443000,Hawks,MI,5,Demons,65.9090909090909,R:5_P:Tom Scully,R:5_P:Tom Scully_MI,1
368,Tom Scully,443000,Hawks,MI,6,Crows,50.45454545454545,R:6_P:Tom Scully,R:6_P:Tom Scully_MI,1
369,Tom Scully,443000,Hawks,MI,8,Eagles,54.63636363636363,R:8_P:Tom Scully,R:8_P:Tom Scully_MI,1
370,Tom Scully,443000,Hawks,MI,9,Kangaroos,70.81818181818181,R:9_P:Tom Scully,R:9_P:Tom Scully_MI,1
371,Tom Scully,443000,Hawks,MI,14,Bombers,57.81818181818182,R:14_P:Tom Scully,R:14_P:Tom Scully_MI,1
372,Tom Scully,443000,Hawks,MI,1,Bombers,57.81818181818182,R:1_P:Tom Scully,R:1_P:Tom Scully_MI,1
373,Tom Scully,443000,Hawks,MI,3,Cats,61.0,R:3_P:Tom Scully,R:3_P:Tom Scully_MI,1
374,Tom Scully,443000,Hawks,MI,4,Dockers,63.36363636363637,R:4_P:Tom Scully,R:4_P:Tom Scully_MI,1
375,Tom Scully,443000,Hawks,MI,7,Saints,52.63636363636363,R:7_P:Tom Scully,R:7_P:Tom Scully_MI,1
376,Tom Scully,443000,Hawks,MI,10,Blues,48.81818181818182,R:10_P:Tom Scully,R:10_P:Tom Scully_MI,1
377,Tom Scully,443000,Hawks,MI,11,Suns,64.9090909090909,R:11_P:Tom Scully,R:11_P:Tom Scully_MI,1
378,Tom Scully,443000,Hawks,MI,13,Swans,64.18181818181819,R:13_P:Tom Scully,R:13_P:Tom Scully_MI,1
379,Tom Scully,443000,Hawks,MI,15,Giants,58.54545454545455,R:15_P:Tom Scully,R:15_P:Tom Scully_MI,1
380,Mitch Robinson,550000,Lions,MI,23,Eagles,84.54545454545455,R:23_P:Mitch Robinson,R:23_P:Mitch Robinson_MI,1
381,Stephen Hill,480000,Dockers,DE,4,Hawks,66.54545454545455,R:4_P:Stephen Hill,R:4_P:Stephen Hill_DE,1
382,Stephen Hill,480000,Dockers,DE,6,Kangaroos,66.63636363636364,R:6_P:Stephen Hill,R:6_P:Stephen Hill_DE,1
383,Stephen Hill,480000,Dockers,DE,8,Lions,68.63636363636364,R:8_P:Stephen Hill,R:8_P:Stephen Hill_DE,1
384,Stephen Hill,480000,Dockers,DE,10,Swans,43.27272727272727,R:10_P:Stephen Hill,R:10_P:Stephen Hill_DE,1
385,Stephen Hill,480000,Dockers,DE,12,Bulldogs,55.90909090909091,R:12_P:Stephen Hill,R:12_P:Stephen Hill_DE,1
